date/time	settlement id	type	order id	sku	quantity	marketplace	fulfillment	order city	order state	order postal	product sales	shipping credits	gift wrap credits	promotional rebates	sales tax collected	selling fees	fba fees	other transaction fees	other	total	description
2016-07-25	6146411551	Order	111-6141023-4951427	NUQ-WQT-SYM	1	amazon.com	Amazon	INDIANAPOLIS	IN	46227-2586	29.99	3.00	0	-3.00	0	-5.85	-2.30	0	0	21.84	A.D.A.M. Interactive Anatomy Student Lab Guide (3rd Edition)
2016-07-26	6146411551	Order	115-6074865-3401063	PO1-UUX-TMJ	1	amazon.com	Amazon	Midlothian	Texas	76065	7.47	0	0	0	0	-1.12	-4.01	0	0	2.34	Pacon Riverside Construction Paper, 9-Inches by 12-Inches, 50-Count, Assorted (103637)
2016-07-26	6146411551	Order	112-8306463-9643428	PO1-UUX-TMJ	1	amazon.com	Amazon	ATLANTA	GA	30307-1808	7.46	0	0	0	0	-1.12	-4.01	0	0	2.33	Pacon Riverside Construction Paper, 9-Inches by 12-Inches, 50-Count, Assorted (103637)
2016-07-26	6146411551	Refund	107-5147588-2191410	8EJ-HM0-8WZ	1	amazon.com	Amazon	WEST HARTFORD	CT	06119-1501	-5.58	0	0	0	0	0.80	0	0	0	-4.78	Fullink Premium Blue Connectors HD15 Male to Male SVGA VGA Long Video Monitor Cable for TV Computer Projector 3 feet
2016-07-27	6146411551	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.84	-4.84	FBA Amazon-Partnered Carrier Shipment Fee
2016-07-28	6154934061	Order	105-4815830-4001803	8EJ-HM0-8WZ	1	amazon.com	Amazon	Calumet City	IL	60409-5031	5.57	2.91	0	-2.91	0	-1.00	-3.02	0	0	1.55	Fullink Premium Blue Connectors HD15 Male to Male SVGA VGA Long Video Monitor Cable for TV Computer Projector 3 feet
2016-07-28	6154934061	Transfer									0	0	0	0	0	0	0	0	-3,339.09	-3,339.09	To your account ending in: 2921, Federal ACH Trace ID: 091000017766011
2016-07-29	6154934061	Service Fee									0	0	0	0	0	0	0	0	-2.10	-2.10	FBA Inventory Placement Service Fee
2016-07-30	6154934061	Order	112-8098866-8447431	RYZ-2A9-86Y	1	amazon.com	Amazon	herrin	il	62948	5.99	0	0	0	0	-2.25	-3.53	0	0	0.21	The Science of Psychology: An Appreciative View
2016-07-31	6154934061	Service Fee									0	0	0	0	0	0	0	0	-10.00	-10.00	FBA Inventory Placement Service Fee
2016-08-01	6154934061	Service Fee									0	0	0	0	0	0	0	0	-4.00	-4.00	FBA Inventory Placement Service Fee
2016-08-02	6154934061	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.74	-4.74	FBA Amazon-Partnered Carrier Shipment Fee
2016-08-02	6154934061	Order	113-6089451-0570632	2HT-Q80-CD9	1	amazon.com	Amazon	WEST CHESTER	PA	19382-2221	50.43	0	0	0	0	-7.56	-18.46	0	0	24.41	Cosco Products Centerfold Folding Table, 6-Feet, White Specked Pewter
2016-08-02	6154934061	Order	112-4241523-0188235	J8H-EWS-ETQ	1	amazon.com	Amazon	Mashpee	MA	02649	79.98	0	0	0	0	-12.00	-9.27	0	0	58.71	Magic Bullet NutriBullet 12-Piece High-Speed Blender/Mixer System
2016-08-02	6154934061	Order	115-9284691-1451408	5DH-JXT-Y79	1	amazon.com	Amazon	SPANISH FORT	AL	36527-8679	16.99	5.26	0	-5.26	0	-2.55	-3.02	0	0	11.42	Expo 2 Low-Odor Dry Erase Markers, Chisel Tip, 12-Pack, Assorted Colors (81043)
2016-08-02	6154934061	Order	113-1830518-8785835	7H-GVQ9-WSVQ	1	amazon.com	Amazon	DEXTER	MO	63841-8982	88.98	0	0	0	0	-13.35	-6.74	0	0	68.89	NutriBullet Pro 900 Hi-Speed Blender/Mixer, 9-piece Set
2016-08-03	6154934061	Order	113-5242459-0741034	2HT-Q80-CD9	1	amazon.com	Amazon	INDIANAPOLIS	IN	46204-1916	49.99	19.99	0	0	0	-7.50	-38.45	0	0	24.03	Cosco Products Centerfold Folding Table, 6-Feet, White Specked Pewter
2016-08-03	6154934061	Adjustment	107-5147588-2191410	8EJ-HM0-8WZ	1						0	0	0	0	0	0	0	0	1.56	1.56	FBA Inventory Reimbursement - Customer Return
2016-08-03	6154934061	Order	112-3379164-8337848	8EJ-HM0-8WZ	1	amazon.com	Amazon	OAKLAND	CA	94621-1223	5.57	0	0	0	0	-1.00	-3.02	0	0	1.55	Fullink Premium Blue Connectors HD15 Male to Male SVGA VGA Long Video Monitor Cable for TV Computer Projector 3 feet
2016-08-03	6154934061	Service Fee									0	0	0	0	0	0	0	0	-2.60	-2.60	FBA Inventory Placement Service Fee
2016-08-04	6154934061	Refund	115-5618525-8817861	LV-E88H-G0IB	1	amazon.com	Amazon	MARINA DEL REY	CA	90292-6017	-19.98	0	0	0	0	2.40	0	0	0	-17.58	Cable Shield Cord Cover - Model: CSX-2 - Length: 31" - Color: Wood Grain **2 PACK**
2016-08-08	6154934061	Service Fee									0	0	0	0	0	0	0	0	-2.50	-2.50	FBA Inventory Placement Service Fee
2016-08-08	6154934061	Order	109-7907972-1935451	2R-0V0X-ROAH	1	amazon.com	Amazon	NEW ORLEANS	LA	70125-4113	68.99	0	0	0	0	-10.35	-7.52	0	0	51.12	Starbucks Verismo Single-Cup Coffee and Espresso Maker 11023258 , Black
2016-08-08	6154934061	FBA Inventory Fee									0	0	0	0	0	0	0	0	-2.16	-2.16	FBA Inventory Storage Fee
2016-08-09	6154934061	Order	102-9856169-1665867	2HT-Q80-CD9	1	amazon.com	Amazon	BASKING RIDGE	NJ	07920-3586	49.99	0	0	0	3.50	-7.50	-18.46	-0.10	0	27.43	Cosco Products Centerfold Folding Table, 6-Feet, White Specked Pewter
2016-08-10	6163705041	Order	105-0593854-9969803	2R-0V0X-ROAH	1	amazon.com	Amazon	Durham	NC	27705	79.99	0	0	0	0	-12.00	-7.52	0	0	60.47	Starbucks Verismo Single-Cup Coffee and Espresso Maker 11023258 , Black
2016-08-11	6163705041	Service Fee									0	0	0	0	0	0	0	0	-1.60	-1.60	FBA Inventory Placement Service Fee
2016-08-11	6163705041	Transfer									0	0	0	0	0	0	0	0	-225.20	-225.20	To your account ending in: 2921, Federal ACH Trace ID: 091000013038846
2016-08-13	6163705041	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.43	-4.43	FBA Amazon-Partnered Carrier Shipment Fee
2016-08-15	6163705041	Service Fee									0	0	0	0	0	0	0	0	-18.30	-18.30	FBA Inventory Placement Service Fee
2016-08-15	6163705041	Order	109-4372257-6387410	2R-0V0X-ROAH	1	amazon.com	Amazon	SANTA PAULA	CA	93060-1113	78.12	0	0	0	0	-11.72	-7.52	0	0	58.88	Starbucks Verismo Single-Cup Coffee and Espresso Maker 11023258 , Black
2016-08-15	6163705041	Order	108-3215838-4007450	IB-SLOT-TUF7	1	amazon.com	Amazon	QUEEN CREEK	AZ	85142-6511	239.94	0	0	0	0	-20.55	-6.81	0	0	212.58	Xbox One 500GB Console - Gears of War: Ultimate Edition Bundle
2016-08-17	6163705041	Order	108-2863171-7753025	PJA-9S8-8ON	1	amazon.com	Amazon	Mankato	MN	56001	7.99	0	0	0	0	-2.55	-3.12	0	0	2.32	Personality: Classic Theories and Modern Research (4th Edition)
2016-08-18	6163705041	Order	103-0143365-0972235	2R-0V0X-ROAH	1	amazon.com	Amazon	SYLMAR	CA	91342-1084	78.12	0	0	0	0	-11.72	-7.52	0	0	58.88	Starbucks Verismo Single-Cup Coffee and Espresso Maker 11023258 , Black
2016-08-18	6163705041	Order	108-4185840-0417069	PYN-QG2-1Q1	1	amazon.com	Amazon	OKLAHOMA CITY	OK	73120-7557	7.99	0	0	0	0	-2.55	-2.30	0	0	3.14	Schaum's Outline of General, Organic, and Biochemistry for Nursing and Allied Health, Second Edition (Schaum's Outlines)
2016-08-18	6163705041	Service Fee									0	0	0	0	0	0	0	0	-1.30	-1.30	FBA Inventory Placement Service Fee
2016-08-18	6163705041	Order	107-2046965-7286610	NY7-3GQ-GSR	1	amazon.com	Seller	Moffett Field	CA	94035	16.99	0	0	0	0	-2.55	0	0	0	14.44	SKILCRAFT - 7520-01-520-3153 - Permanent Impression Marker - Ultra-Fine Point, 12 Pack, Black Ink
2016-08-18	6163705041	Shipping Services	107-2046965-7286610								0	0	0	0	0	0	0	0	-2.67	-2.67	Shipping Label Purchased through Amazon
2016-08-19	6163705041	Order	110-3860835-7583415	7JB-ZDE-JT9	1	amazon.com	Amazon	Lebanon	NH	03766	4.70	0	0	0	0	-1.00	-3.02	0	0	0.68	Monoprice 3-Feet USB 2.0 A Male to B Male 28/24AWG Cable (Gold Plated) (105437)
2016-08-21	6163705041	Order	115-2418783-9729022	Q7G-YGI-47K	1	amazon.com	Amazon	FARMINGTON	PA	15437-1210	6.49	12.98	0	0	0	-2.32	-16.92	0	0	0.23	Microbiology: A Human Perspective w/ARIS bind in card
2016-08-22	6163705041	Order	103-9800829-6221853	QAX-A4D-406	1	amazon.com	Amazon	BALTIMORE	MD	21227-2022	79.99	0	0	0	0	-12.00	-3.02	0	0	64.97	BINNEY & SMITH Washable Classpack Markers, Fine Point, Ten Assorted Colors, 200/pack (Case of 2)
2016-08-22	6163705041	Order	102-8060462-1995464	7JB-ZDE-JT9	1	amazon.com	Amazon	PERRYTON	TX	79070-2816	4.70	1.90	0	0	0	-1.00	-4.92	0	0	0.68	Monoprice 3-Feet USB 2.0 A Male to B Male 28/24AWG Cable (Gold Plated) (105437)
2016-08-23	6163705041	Order	104-2070806-7456237	7JB-ZDE-JT9	1	amazon.com	Amazon	STATEN ISLAND	NY	10301-3226	4.70	0	0	0	0	-1.00	-3.02	0	0	0.68	Monoprice 3-Feet USB 2.0 A Male to B Male 28/24AWG Cable (Gold Plated) (105437)
2016-08-24	6163705041	Order	110-7801071-2447453	2HN-KTC-QKP	1	amazon.com	Amazon	Malvern	PA	19355	7.99	0	0	0	0	-2.55	-2.71	0	0	2.73	Essential Developmental Biology
2016-08-24	6173421061	Order	113-3762793-3974636	SLP-ONK-ZYH	1	amazon.com	Seller	FOND DU LAC	WI	54935-4320	9.99	0	0	0	0	-1.00	0	0	0	8.99	Apple MD827LL/A EarPods with Remote and Mic - Standard Packaging - White
2016-08-24	6173421061	Shipping Services	113-3762793-3974636								0	0	0	0	0	0	0	0	-2.52	-2.52	Shipping Label Purchased through Amazon
2016-08-25	6173421061	Service Fee									0	0	0	0	0	0	0	0	-39.99	-39.99	Subscription Fee
2016-08-25	6173421061	Transfer									0	0	0	0	0	0	0	0	-452.38	-452.38	To your account ending in: 2921, Federal ACH Trace ID: 091000012904278
2016-08-26	6173421061	FBA Inventory Fee									0	0	0	0	0	0	0	0	-5.67	-5.67	FBA Amazon-Partnered Carrier Shipment Fee
2016-08-26	6173421061	Order	108-9074853-6283404	NY7-3GQ-GSR	2	amazon.com	Seller	ADA	OKLAHOMA	74820-2400	33.98	0	0	0	0	-5.10	0	0	0	28.88	SKILCRAFT - 7520-01-520-3153 - Permanent Impression Marker - Ultra-Fine Point, 12 Pack, Black Ink
2016-08-26	6173421061	Shipping Services	108-9074853-6283404								0	0	0	0	0	0	0	0	-3.52	-3.52	Shipping Label Purchased through Amazon
2016-08-27	6173421061	Service Fee									0	0	0	0	0	0	0	0	-0.30	-0.30	FBA Inventory Placement Service Fee
2016-08-30	6173421061	Order	113-2965909-5485839	NY7-3GQ-GSR	1	amazon.com	Seller	JEMEZ SPRINGS	NM	87025-0301	16.99	0	0	0	0	-2.55	0	0	0	14.44	SKILCRAFT - 7520-01-520-3153 - Permanent Impression Marker - Ultra-Fine Point, 12 Pack, Black Ink
2016-08-30	6173421061	Shipping Services	113-2965909-5485839								0	0	0	0	0	0	0	0	-2.67	-2.67	Shipping Label Purchased through Amazon
2016-08-31	6173421061	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.13	-4.13	FBA Amazon-Partnered Carrier Shipment Fee
2016-08-31	6173421061	Order	103-8255712-1033055	N43-BN3-H8A	1	amazon.com	Amazon	NEW YORK	NY	10011-7956	11.28	0	0	0	0	-1.69	-4.01	0	0	5.58	Belkin 6-Outlet Commercial Surge Protector with 6-Foot cord and Rotating Plug, BE106000-06R
2016-08-31	6173421061	Adjustment	104-9249212-1269813	2R-0V0X-ROAH	1						0	0	0	0	0	0	0	0	51.12	51.12	FBA Inventory Reimbursement - Customer Return
2016-08-31	6173421061	Order	108-8327479-3436231	QII-L8B-CQN	1	amazon.com	Amazon	SAN DIEGO	CA	92102-1123	15.98	0	0	0	0	-1.28	-3.02	0	0	11.68	Ubiquiti Networks PoE 48V 0.5A GigEthernet (POE-48-24W-G)
2016-08-31	6173421061	Order	103-5454090-5457052	3R2-QW9-KIP	1	amazon.com	Amazon	CRESTVIEW	FLORIDA	32539-8514	29.98	0	0	0	0	-4.50	-5.18	0	0	20.30	Smart Weigh Digital Postal Scale, 110 lbs Capacity, UPS USPS Scale W AC Adapter
2016-09-01	6173421061	Order	106-4337074-8194639	O00-46R-2LY	1	amazon.com	Amazon	DENHAM SPRINGS	LA	70726-6510	29.97	3.99	0	0	0	-2.40	-8.00	0	0	23.56	Samsung Gusto 3 Prepaid No Contract Phone - Retail Packaging (Verizon Wireless)
2016-09-04	6173421061	Order	113-2659779-3513049	DLE-ALJ-VUC	1	amazon.com	Amazon	QUINCY	MA	02170-2905	5.99	0	0	0	0	-2.25	-2.71	0	0	1.03	Study Guide for Biological Science
2016-09-05	6173421061	Order	115-9312027-9626602	1UQ-3GE-XLB	1	amazon.com	Amazon	FOLSOM	CA	95630-6798	5.99	1.59	0	-1.59	0	-2.25	-3.53	0	0	0.21	Human Anatomy & Physiology Laboratory Manual, Cat Version, Update (9th Edition)
2016-09-06	6173421061	Order	112-5049887-0840220	JRW-UN2-6Y1	1	amazon.com	Amazon	MOUNTAIN VIEW	CA	94043-2105	9.78	0	0	0	0	-1.47	-4.01	0	0	4.30	Tripp Lite 6 Outlet Surge Protector Power Strip 6ft Cord 790 Joules LED LIFETIME WARRANTY & $20K INSURANCE (TLP606)
2016-09-06	6173421061	Order	108-9493547-4670660	3LC-WMG-X8Q	1	amazon.com	Amazon	OXFORD	OH	45056-3496	9.94	0	0	0	0	-1.00	-3.02	0	0	5.92	TP-LINK 5-Port Fast Ethernet Desktop Switch (TL-SF1005D)
2016-09-07	6173421061	Adjustment	102-9637091-0124215								0	0	0	0	0	0	0	0	98.98	98.98	FBA Inventory Reimbursement - Customer Service Issue
2016-09-07	6173421061	Order	110-3921383-9845054	QII-L8B-CQN	1	amazon.com	Amazon	Haverhill	MA	01830	15.98	0	0	0	0	-1.28	-3.02	0	0	11.68	Ubiquiti Networks PoE 48V 0.5A GigEthernet (POE-48-24W-G)
2016-09-07	6173421061	Order	113-8187919-0122605	N43-BN3-H8A	1	amazon.com	Amazon	FREMONT	CA	94536-4722	11.28	0	0	0	0	-1.69	-4.01	0	0	5.58	Belkin 6-Outlet Commercial Surge Protector with 6-Foot cord and Rotating Plug, BE106000-06R
2016-09-07	6173421061	Adjustment	110-9833591-8449853								0	0	0	0	0	0	0	0	89.95	89.95	FBA Inventory Reimbursement - Customer Service Issue
2016-09-07	6173421061	Order	113-3772194-4621804	Y63-KSG-VSP	1	amazon.com	Amazon	CLEARWATER	FL	33764-6418	24.99	0	0	0	0	-3.75	-4.01	0	0	17.23	Rosewill 6-Outlet Power Strip 6 ft Cord with Individual Switches (RPS-200)
2016-09-08	6183082551	Transfer									0	0	0	0	0	0	0	0	-340.63	-340.63	To your account ending in: 2921, Federal ACH Trace ID: 091000013160632
2016-09-09	6183082551	Order	113-8015942-7763408	JT1-6H3-AQM	1	amazon.com	Amazon	WINTER PARK	FL	32792-8713	19.98	0	0	0	0	-3.00	-4.79	0	0	12.19	American Weigh Scales Table Top Postal Scale, Black
2016-09-10	6183082551	FBA Inventory Fee									0	0	0	0	0	0	0	0	-1.65	-1.65	FBA Inventory Storage Fee
2016-09-11	6183082551	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.26	-4.26	FBA Amazon-Partnered Carrier Shipment Fee
2016-09-12	6183082551	Order	112-2606769-4992251	EMG-EAT-UEU	1	amazon.com	Amazon	ROCK HILL	NY	12775-8212	15.49	0	0	0	0	-1.24	-4.01	0	0	10.24	VTech CS6114 DECT 6.0 Cordless Phone with Caller ID/Call Waiting, White/Grey with 1 Handset
2016-09-14	6183082551	Order	114-8229155-3580206	YTY-5RC-ZE7	1	amazon.com	Amazon	Piggott	AR	72454	12.99	0	0	0	0	-1.95	-4.01	0	0	7.03	Belkin 6-Outlet Surge Protector with 6-Foot Power Cord (BSE600-06BLK-WM )
2016-09-14	6183082551	Adjustment	115-5618525-8817861	LV-E88H-G0IB	1						0	0	0	0	0	0	0	0	10.44	10.44	FBA Inventory Reimbursement - Customer Return
2016-09-15	6183082551	Order	102-0307501-7560268	YF8-MFW-4HK	1	amazon.com	Amazon	GAGES LAKE	IL	60030-1819	24.74	0	0	0	0	-3.71	-4.01	0	0	17.02	X-ACTO Model 2000 Electric Pencil Sharpener, Silver, 19240
2016-09-16	6183082551	Order	102-3414626-2945037	NC7-2TZ-LIG	1	amazon.com	Amazon	Rockville	MD	20850	8.81	0	0	0	0	-1.32	-4.01	0	0	3.48	Office Depot(R) Brand Twin-Pocket Portfolios With Fasteners, Light Blue, Pack Of 10
2016-09-18	6183082551	Service Fee									0	0	0	0	0	0	0	0	-0.90	-0.90	FBA Inventory Placement Service Fee
2016-09-18	6183082551	Order	115-1732396-2428242	J8H-EWS-ETQ	1	amazon.com	Amazon	LONGBRANCH	NEW JERSEY	07740-5273	79.69	0	0	0	5.58	-11.95	-6.35	-0.16	0	66.81	Magic Bullet NutriBullet 12-Piece High-Speed Blender/Mixer System
2016-09-19	6183082551	Adjustment		P3T-L0R-B51	1						0	0	0	0	0	0	0	0	19.37	19.37	FBA Inventory Reimbursement - Lost:Inbound
2016-09-19	6183082551	FBA Inventory Fee									0	0	0	0	0	0	0	0	-0.20	-0.20	FBA Prep Fee: Labeling
2016-09-20	6183082551	FBA Inventory Fee									0	0	0	0	0	0	0	0	-3.36	-3.36	FBA Amazon-Partnered Carrier Shipment Fee
2016-09-22	6193082221	Transfer									0	0	0	0	0	0	0	0	-136.21	-136.21	To your account ending in: 2921, Federal ACH Trace ID: 091000013472299
2016-09-25	6193082221	Service Fee									0	0	0	0	0	0	0	0	-39.99	-39.99	Subscription Fee
2016-09-26	6193082221	Order	104-2563239-7865060	BD3-MEV-LJh	1	amazon.com	Amazon	WOODMERE	NY	11598-1738	49.99	0	0	0	0	-7.50	-3.02	0	0	39.47	Donkey Carry Handle
2016-09-26	6193082221	Order	110-5898078-1949800	YTY-5RC-ZE7	1	amazon.com	Amazon	ORANGE	CA	92867-3322	9.99	0	0	0	0	-1.50	-4.01	0	0	4.48	Belkin 6-Outlet Surge Protector with 6-Foot Power Cord (BSE600-06BLK-WM )
2016-09-27	6193082221	Service Fee									0	0	0	0	0	0	0	0	-0.30	-0.30	FBA Inventory Placement Service Fee
2016-09-28	6193082221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-6.86	-6.86	FBA Amazon-Partnered Carrier Shipment Fee
2016-09-28	6193082221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-10.85	-10.85	FBA Amazon-Partnered Carrier Shipment Fee
2016-09-29	6193082221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-42.78	-42.78	FBA Amazon-Partnered Carrier Shipment Fee
2016-09-29	6193082221	Order	109-8415858-1325023	DG7-LBB-FWV	1	amazon.com	Amazon	Hanover,	MD	21076	328.99	14.48	0	0	0	-27.67	-23.75	0	0	292.05	PlayStation 4 500GB Console - Uncharted 4 Limited Edition Bundle
2016-09-29	6193082221	Adjustment		KX6-5BM-6W2	1						0	0	0	0	0	0	0	0	1.98	1.98	FBA Inventory Reimbursement - Lost:Warehouse
2016-10-02	6193082221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-5.95	-5.95	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-03	6193082221	Order	106-5727219-2373017	0LD-3YC-U40	1	amazon.com	Amazon	Farmington	NY	14425-8959	79.98	20.40	0	0	0	-12.00	-30.06	0	0	58.32	Keurig K15 Coffee Maker, Black (New Packaging)
2016-10-03	6193082221	Order	002-1777629-5981867	0LD-3YC-U40	1	amazon.com	Amazon	BURBANK	CA	91521-0003	79.98	0	0	0	0	-12.00	-9.66	0	0	58.32	Keurig K15 Coffee Maker, Black (New Packaging)
2016-10-04	6193082221	Order	111-1705075-7645048	DG7-LBB-FWV	1	amazon.com	Amazon	HOMESTEAD	FLORIDA	33030-6234	327.99	2.74	0	-2.74	0	-27.59	-9.27	0	0	291.13	PlayStation 4 500GB Console - Uncharted 4 Limited Edition Bundle
2016-10-04	6193082221	Order	108-2562081-6964226	0LD-3YC-U40	1	amazon.com	Amazon	LANCASTER	MA	01523-3245	79.98	0	0	0	0	-12.00	-9.66	0	0	58.32	Keurig K15 Coffee Maker, Black (New Packaging)
2016-10-04	6193082221	Refund	109-8415858-1325023	DG7-LBB-FWV	1	amazon.com	Amazon	Hanover,	MD	21076	-328.99	-14.48	0	0	0	22.67	14.48	0	0	-306.32	PlayStation 4 500GB Console - Uncharted 4 Limited Edition Bundle
2016-10-05	6193082221	Order	102-9621243-1801024	P7-DVW1-YFLE	1	amazon.com	Amazon	CALIFORNIA	MO	65018-8902	179.99	3.50	0	-3.50	0	-14.40	-4.01	0	0	161.58	Canon PowerShot ELPH 340 HS 16MP Digital Camera (Black)
2016-10-05	6193082221	Service Fee									0	0	0	0	0	0	0	0	-0.30	-0.30	FBA Inventory Placement Service Fee
2016-10-06	6202128221	Order	002-1645915-7109837	FNL-QEJ-VI5	1	amazon.com	Amazon	Key West	FL	33040	293.98	0	0	0	0	-44.10	-23.70	0	0	226.18	ION Audio Road Warrior | 500-watt Portable Bluetooth Stereo Speaker System with Rechargeable Battery + AC & DC Power Inputs
2016-10-07	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.25	-4.25	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-07	6202128221	Transfer									0	0	0	0	0	0	0	0	-552.30	-552.30	To your account ending in: 2921, Federal ACH Trace ID: 091000018019139
2016-10-07	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-1.46	-1.46	FBA Inventory Storage Fee
2016-10-08	6202128221	Order	104-2071173-7826603	X96-ICG-L8F	1	amazon.com	Amazon	yorba linda	ca	92886	358.49	0	0	0	0	-53.77	0	0	0	304.72	ScaleBlaster SB-175 Water Conditioning System
2016-10-08	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-8.18	-8.18	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-09	6202128221	Order	109-1887072-9181039	TDK-R5N-X59	1	amazon.com	Amazon	APPLETON	WI	54914-4742	17.99	0	0	0	0	-2.70	-4.01	0	0	11.28	Ditek DTK-8FF 8 Outlet Strip With RJ11 Modular Jack&#44; 6 ft. Cord
2016-10-10	6202128221	Order	114-7261122-8861041	FNL-QEJ-VI5	1	amazon.com	Amazon	LIMERICK	PA	19468-4349	293.98	0	0	0	0	-44.10	-23.70	0	0	226.18	ION Audio Road Warrior | 500-watt Portable Bluetooth Stereo Speaker System with Rechargeable Battery + AC & DC Power Inputs
2016-10-10	6202128221	Order	110-2507269-8979411	FNL-QEJ-VI5	1	amazon.com	Amazon	SAN MATEO	CA	94402-3831	293.98	0	0	0	0	-44.10	-23.70	0	0	226.18	ION Audio Road Warrior | 500-watt Portable Bluetooth Stereo Speaker System with Rechargeable Battery + AC & DC Power Inputs
2016-10-10	6202128221	Order	112-4514790-6037816	FNL-QEJ-VI5	1	amazon.com	Amazon	PLYMOUTH	WI	53073-4878	293.98	30.83	0	-30.83	0	-44.10	-23.70	0	0	226.18	ION Audio Road Warrior | 500-watt Portable Bluetooth Stereo Speaker System with Rechargeable Battery + AC & DC Power Inputs
2016-10-12	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.84	-4.84	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-13	6202128221	Refund	114-6161591-1852208	DP-8Q16-8B3T	1	amazon.com	Amazon	JERSEY CITY	NJ	07302-4527	0	0	0	0	0	0	0	0	-81.30	-81.30	LG Stylo (Virgin Mobile)
2016-10-14	6202128221	Order	103-7416089-1641828	P7-DVW1-YFLE	1	amazon.com	Amazon	SPRINGFIELD	OR	97477-3907	167.99	5.72	0	-5.72	0	-13.44	-4.01	0	0	150.54	Canon PowerShot ELPH 340 HS 16MP Digital Camera (Black)
2016-10-14	6202128221	Order	111-4874302-2206608	X96-ICG-L8F	1	amazon.com	Amazon	FLEMINGTON	NJ	08822-5649	329.95	6.29	0	-6.29	23.10	-49.49	0	-0.67	0	302.89	ScaleBlaster SB-175 Water Conditioning System
2016-10-14	6202128221	Service Fee									0	0	0	0	0	0	0	0	-0.60	-0.60	FBA Inventory Placement Service Fee
2016-10-14	6202128221	Service Fee									0	0	0	0	0	0	0	0	-0.90	-0.90	FBA Inventory Placement Service Fee
2016-10-14	6202128221	Order	116-9858469-4784210	NQ-C1G4-SCM6	1	amazon.com	Amazon	New York	NY	10003-3030	79.98	0	0	0	0	-12.00	-7.13	0	0	60.85	Magic Bullet NutriBullet 12-Piece High-Speed Blender/Mixer System
2016-10-15	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.25	-4.25	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-15	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-9.88	-9.88	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-15	6202128221	FBA Inventory Fee									0	0	0	0	0	0	0	0	-9.62	-9.62	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-17	6202128221	Service Fee									0	0	0	0	0	0	0	0	-1.20	-1.20	FBA Inventory Placement Service Fee
2016-10-17	6202128221	Order	103-8878698-3845848	4E1-LWO-ZYQ	1	amazon.com	Amazon	Newton	MA	02459	249.99	0	0	0	0	-15.00	-4.79	0	0	230.20	Asus T100Chi-B1-BK(WX) Transformer Book 10.1" Full HD 1080P 2 in 1 Touchscreen laptop
2016-10-18	6202128221	Order	113-5129506-5385825	XAG-R87-UFV	1	amazon.com	Amazon	OKLAHOMA CITY	OK	73170-7801	699.98	0	0	0	0	-105.00	-16.29	0	0	578.69	DeLonghi ESAM3300 Magnifica Super-Automatic Espresso/Coffee Machine
2016-10-19	6202128221	Service Fee									0	0	0	0	0	0	0	0	-1.50	-1.50	FBA Inventory Placement Service Fee
2016-10-20	6211335141	Order	114-1886855-7719468	NQ-C1G4-SCM6	1	amazon.com	Amazon	New York	NY	10128	79.98	0	0	0	0	-12.00	-7.13	0	0	60.85	Magic Bullet NutriBullet 12-Piece High-Speed Blender/Mixer System
2016-10-20	6211335141	Transfer									0	0	0	0	0	0	0	0	-2,415.91	-2,415.91	To your account ending in: 2921, Federal ACH Trace ID: 091000013905802
2016-10-21	6211335141	FBA Inventory Fee									0	0	0	0	0	0	0	0	-4.25	-4.25	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-21	6211335141	FBA Inventory Fee									0	0	0	0	0	0	0	0	-7.15	-7.15	FBA Amazon-Partnered Carrier Shipment Fee
2016-10-21	6211335141	Order	112-1882834-6153068	4E1-LWO-ZYQ	1	amazon.com	Amazon	REDLANDS	CALIFORNIA	92374-2355	229.99	0	0	0	0	-13.80	-4.79	0	0	211.40	Asus T100Chi-B1-BK(WX) Transformer Book 10.1" Full HD 1080P 2 in 1 Touchscreen laptop
2016-10-22	6211335141	Service Fee									0	0	0	0	0	0	0	0	-0.30	-0.30	FBA Inventory Placement Service Fee
